Studentas1,1.8,b,c,abf,f,f,b,ace,abcd,e,d,b,adf,ce,de,bef,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas2,1.7,a,d,ef,f,f,d,be,abcd,ae,ad,b,af,ce,be,bd,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas3,1.6,b,d,abf,f,c,a,e,c,ac,b,b,af,e,b,b,a,,Studentas1,1.8,b,c,abf,f,f,b,ace,abcd,e,d,b,adf,ce,de,bef,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas4,1.5,b,f,be,de,abc,d,bf,abcde,be,d,b,cdf,e,e,bf,d,,Studentas2,1.7,a,d,ef,f,f,d,be,abcd,ae,ad,b,af,ce,be,bd,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas5,1.4,a,a,bef,f,a,d,ae,abcde,ae,abd,b,af,e,abcde,bf,a,,,,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas6,1.3,a,bc,bef,f,f,d,be,abcdeg,abe,ab,b,adf,ce,be,bdf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas7,1.2,a,b,bef,f,e,d,ae,abcd,e,ad,b,df,ce,be,bdf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas8,1.1,d,d,abef,def,e,b,bf,ce,b,c,d,abcdf,cd,ab,bdf,a,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas9,2.8,a,c,bef,f,f,d,abe,abcde,abe,abd,b,af,bc,be,bdf,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas10,2.7,acd,acd,abce,a,bc,d,bcd,acdefh,abce,cd,b,acf,abce,d,bdef,c,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas11,2.6,f,d,ef,f,f,d,aef,abce,b,a,b,adf,e,e,bd,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas12,2.5,a,b,abef,f,f,d,abe,abcde,e,ab,b,a,ce,be,bdf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas13,2.4,a,b,abef,f,f,d,abe,abcde,b,a,b,af,ce,be,bdf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas14,2.3,a,b,bef,f,f,d,ce,bcde,ab,c,b,acdf,e,a,bf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas15,2.2,c,c,bef,f,abe,a,ace,abcde,be,cd,b,acf,ce,ab,bef,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas16,2.1,a,c,abef,f,f,d,be,c,b,d,c,f,c,e,bd,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas17,3.1,bc,b,bcef,ad,bcd,b,ce,abcde,ab,bd,b,acf,f,ade,bdf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas18,3.2,b,d,abef,d,d,d,ac,abcde,e,d,b,af,ac,be,bf,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas19,3.3,a,ab,aef,f,f,d,be,abcde,be,d,b,af,e,be,bdf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas20,3.4,a,b,bf,ef,bc,d,ae,abcd,abe,abd,b,af,abde,bd,bef,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas21,3.5,b,b,abcef,ef,bc,d,abe,abde,ab,abd,b,adef,ce,bde,bdf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas22,3.6,c,b,abe,e,d,d,abf,abc,c,d,c,acdf,c,d,b,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas23,3.7,a,d,ab,e,bc,b,ae,ad,de,ad,c,af,e,be,df,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas24,3.8,a,d,ef,f,b,d,b,ace,b,d,b,f,ce,bd,b,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas25,4.1,a,b,bef,f,f,d,e,bce,e,c,b,af,e,b,bdf,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas26,4.2,a,c,abef,ae,c,c,ae,bce,b,ab,b,af,bde,b,bdf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas27,4.3,c,bd,bef,a,c,c,cef,abcde,e,d,b,acf,ce,be,bde,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas28,4.4,a,b,bef,f,f,d,ac,abcd,abe,ad,b,f,ce,be,cf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas29,4.5,a,b,bef,f,f,d,af,abcd,ce,ad,b,f,ce,be,f,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas30,4.6,a,a,be,f,d,d,bde,abcde,be,a,b,af,c,bde,bf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas31,4.7,a,a,bef,f,a,d,bde,abcde,be,abd,b,af,c,be,bdf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas32,4.8,a,b,bef,d,f,d,be,abcde,b,abd,b,acf,ce,e,bdef,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas33,5.1,b,b,abd,d,bd,b,adf,abcdh,b,d,a,af,c,b,de,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas34,5.2,ab,c,ef,f,d,d,a,abcd,e,ad,b,aef,e,a,bdef,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas35,5.3,ab,ab,abdef,f,f,d,be,abcd,b,d,b,acf,c,cd,bf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas36,5.4,ab,ab,bef,f,f,d,be,abcd,ae,c,b,acdf,ce,be,bdf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas37,5.5,a,d,bef,ef,c,d,ab,abcde,abe,bd,b,acf,ce,be,bcd,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas38,5.6,a,cd,aef,f,f,d,ae,abcde,b,d,b,f,c,ab,bdef,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas39,5.7,a,b,abe,acef,c,b,acde,abcde,be,d,b,af,ce,b,bf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas40,5.8,a,d,abef,f,d,d,bc,abcde,be,bc,b,af,ce,be,bcef,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas41,6.1,a,a,aef,b,f,b,abe,acde,e,d,b,af,ce,bd,bd,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas42,6.2,a,a,b,f,b,d,abef,befc,e,d,b,acf,f,b,b,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas43,6.3,a,c,abef,f,f,d,be,abcde,e,ad,b,af,ce,be,bf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas44,6.4,bc,bd,bdf,f,a,d,bcde,abcde,abc,bcd,b,af,abde,b,bdf,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas45,6.5,f,b,abef,e,c,d,be,abcde,b,a,b,acf,e,abe,bdf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas46,6.6,a,d,abf,f,f,d,d,cd,b,d,b,af,f,b,bf,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas47,6.7,a,b,abc,f,ae,d,b,abcde,be,ad,b,acdf,cde,ad,ab,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas48,6.8,a,b,ef,f,f,d,abce,abcde,abe,abd,b,af,ce,b,bd,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas49,7.1,a,a,ef,f,b,d,bef,befc,e,a,b,acf,f,be,bef,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas50,7.2,d,bc,be,e,b,c,abe,abcde,be,d,b,af,ace,be,bdef,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas51,7.3,a,b,abdef,f,f,d,e,abcde,be,a,b,af,ce,c,bdf,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas52,7.4,a,de,abef,f,f,d,bce,cd,e,ad,b,af,ce,de,bdef,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas53,7.5,a,abd,ef,f,f,d,ae,abce,e,d,b,af,e,be,bdf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas54,7.6,a,b,af,b,a,d,bd,abe,b,d,c,af,ce,ac,bf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas55,7.7,c,c,acdf,f,b,c,cd,abcdef,e,bd,b,adf,b,be,b,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas56,7.8,a,d,bf,a,f,d,e,abcde,e,a,b,f,ce,c,bf,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas57,8.1,a,c,e,d,c,d,a,cf,e,b,c,acf,c,b,ef,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas58,8.2,a,c,ab,f,b,d,ab,abcde,be,d,b,acdf,c,be,bcef,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas59,8.3,a,c,ab,f,d,d,ab,abcde,be,b,b,af,ace,be,df,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas60,8.5,a,b,ab,f,f,d,ade,bdh,b,c,b,af,f,ac,e,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas61,8.6,a,bd,abef,f,f,d,be,abcde,e,abd,b,af,a,a,bd,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas62,8.7,b,c,abcdef,f,b,d,ce,abcde,be,abcd,b,af,ae,ae,bdf,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,,
Studentas1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Studentas2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Studentas3,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
Studentas4,3,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
Studentas5,3,7,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas6,6,9,3,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas7,6,9,3,2,7,9,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas8,2,2,2,1,1,2,3,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas9,4,7,3,3,8,9,7,1,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas10,1,2,1,2,2,2,2,0,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas11,5,8,5,4,5,6,4,3,,,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas12,6,8,3,3,6,10,10,3,,,,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas13,5,9,4,3,7,9,9,4,,,,,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas14,4,6,4,4,8,7,7,2,,,,,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas15,6,3,3,3,4,4,4,1,,,,,,,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas16,4,6,2,3,3,5,3,2,,,,,,,,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas17,3,2,2,2,3,3,4,3,,,,,,,,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas18,4,5,4,6,5,3,4,2,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas19,5,9,5,6,8,9,7,2,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas20,3,5,2,3,6,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas21,4,4,3,3,4,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas22,2,2,2,2,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas23,2,6,4,1,5,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas24,5,8,5,3,5,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas25,4,6,6,3,7,7,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas26,3,4,5,1,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas27,5,4,3,3,4,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas28,6,10,3,2,6,10,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas29,6,10,3,2,6,9,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas30,3,6,4,6,9,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas31,3,7,4,4,11,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas32,4,7,2,4,7,8,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas33,4,2,4,2,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas34,5,6,3,3,4,3,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas35,6,7,3,4,5,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas36,6,10,3,2,6,10,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas37,3,7,4,3,6,8,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas38,5,6,3,4,7,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas39,5,5,5,5,6,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas40,3,8,4,4,6,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas41,7,7,3,2,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas42,4,4,4,3,5,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas43,7,11,4,4,8,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas44,2,4,4,3,6,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas45,2,4,4,4,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas46,5,7,6,4,6,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas47,3,6,3,4,6,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas48,5,10,5,3,8,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas49,4,6,2,2,5,5,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas50,2,3,2,5,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas51,4,7,4,4,6,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas52,6,8,3,2,5,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas53,6,9,5,4,8,8,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas54,3,5,2,3,6,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas55,6,4,4,1,3,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas56,5,7,4,4,6,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas57,2,2,3,1,2,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas58,4,5,2,5,5,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas59,4,7,5,4,7,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas60,4,7,4,2,6,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas61,5,9,4,3,8,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studentas62,4,4,4,5,5,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
